area_type,location,size,society,total_sqft,bath,balcony,price
Plot  Area,Bidadi,2 Bedroom,,1600,2,2,110
Plot  Area,Sanjay nagar,4 Bedroom,,750,2,0,110
Plot  Area,Sector 4 HSR Layout,4 Bedroom,,2400,4,,700
Built-up  Area,Bhagyalakshmi Avenue,2 BHK,Prineth,955,1,2,34.01
Super built-up  Area,Ardendale,3 BHK,SoystAm,1750,3,3,100
Super built-up  Area,Uttarahalli,3 BHK,Suitea ,1425,2,2,64
Super built-up  Area,Basavangudi,3 BHK,Brsic C,2150,3,2,265
Super built-up  Area,Whitefield,2 BHK,,1165,2,1,40.5
Super built-up  Area,Kaggadasapura,2 BHK,Maidei ,1050,2,2,48
Super built-up  Area,Cholanayakanahalli,3 BHK,ShourSp,1370,2,2,75
Super built-up  Area,Electronic City,3 BHK,Prarkun,1374,2,1,72
Super built-up  Area,Harlur,3 BHK,SosicCl,1754,3,2,124
Super built-up  Area,Kothanur,3 BHK,Somumys,1847,3,2,110
Super built-up  Area,Ambedkar Nagar,3 BHK,SoechHa,1850,4,3,139
Plot  Area,Chikka Tirupathi,3 Bedroom,Theanmp,3297,3,1,135
Super built-up  Area,Doddakannelli,2 BHK,BMtusLo,1187,2,2,45
Built-up  Area,Bommasandra Industrial Area,3 BHK,,1400,2,1,40.44
Plot  Area,Kengeri Hobli,3 Bedroom,,600,2,0,30
Super built-up  Area,Chamrajpet,2 BHK,,1350,2,3,180
Plot  Area,Doddaballapur,3 Bedroom,Raourpl,3000,2,2,120
Super built-up  Area,Thanisandra,1 BHK,Bhe 2ko,693,1,1,34.3
Super built-up  Area,Dairy Circle,3 BHK,Soeurri,1980,3,2,224
Super built-up  Area,KR Puram,2 BHK,Saavem ,1021,2,1,48
Super built-up  Area,Thigalarapalya,2 BHK,Prtanha,1165,2,2,95
Super built-up  Area,Horamavu Agara,3 BHK,Prhar G,1756,3,2,92
Super built-up  Area,Bharathi Nagar,3 BHK,FoapeWa,1739,3,1,105
Super built-up  Area,Varthur,2 BHK,Caiseur,1280,2,,65
Super built-up  Area,Marathahalli,2 BHK,,1215,2,2,58.86
Super built-up  Area,Munnekollal,2 BHK,Sadhii ,950,2,1,46.5
Built-up  Area,Kengeri,3 BHK,,1082,2,1,49
Super built-up  Area,7th Phase JP Nagar,2 BHK,,1050,2,1,42
Super built-up  Area,Devanahalli,2 BHK,Cerdsga,1080,2,0,53.35
Super built-up  Area,Arekere,2 BHK,Maierr ,1100,2,2,55
Plot  Area,Ardendale,4 Bedroom,Aling10,3200,4,1,205
Super built-up  Area,Sarjapur  Road,2 BHK,PraleSi,1311,2,1,78
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3,1,67.98
Super built-up  Area,Begur Road,2 BHK,,1160,2,2,36
Super built-up  Area,Whitefield,2 BHK,Veitaus,1170,2,1,71
Super built-up  Area,Kengeri,2 BHK,,1155,2,2,40.6
Super built-up  Area,Hebbal,3 BHK,Magiaya,1255,2,1,77.68
Super built-up  Area,Rayasandra,2 BHK,,1065,2,2,44.95
Super built-up  Area,Neeladri Nagar,1 BHK,Guenoa ,674,1,1,21
Super built-up  Area,Ambedkar Nagar,3 BHK,,1936,4,2,126
Super built-up  Area,Sarakki Nagar,3 BHK,,2289,3,2,260
Super built-up  Area,Abbaiah Reddy Layout,2 BHK,,1100,2,1,38.45
Super built-up  Area,Ramagondanahalli,3 BHK,DNeremo,2257,4,2,157
Super built-up  Area,Nagarbhavi,2 BHK,,1055,2,2,55
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530,3,3,51.87
Super built-up  Area,Dinnur,3 BHK,,1700,3,1,97
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,Tentsw ,1575,2,2,78
Built-up  Area,Frazer Town,3 BHK,Nanorkr,3500,4,2,330
Super built-up  Area,Rajiv Nagar,2 BHK,Ahntyve,1263,2,1,93.32
Super built-up  Area,KR Puram,3 BHK,MCvarar,1255 - 1863,3,0,69.315
Super built-up  Area,Kengeri Satellite Town,2 BHK,MB-laan,1043,2,2,65
Super built-up  Area,Hennur,2 BHK,Shateor,1255,2,2,53.5
Super built-up  Area,JP Nagar,2 BHK,Shestut,1300 - 1405,2,0,93.865
Super built-up  Area,Chandapura,1 BHK,Siageal,590,1,0,13.57
Plot  Area,Yelahanka,3 Bedroom,Edreelm,1550,3,1,120
Super built-up  Area,Sarjapur  Road,3 BHK,,1220,3,3,56
Super built-up  Area,Rustam Bagh Layout,3 BHK,Jants V,1900,3,3,160
Super built-up  Area,Vasantha Vallabha Nagar,3 BHK,,1360,3,3,55
Built-up  Area,Vyalikaval,2 BHK,,1100,2,1,75
Super built-up  Area,8th Phase JP Nagar,3 BHK,Vaarech,1455,3,2,73.31
Built-up  Area,KR Puram,2 BHK,Hivesdr,1035,2,1,40.5
Super built-up  Area,Harlur,2 BHK,,1152,2,2,69
Super built-up  Area,Bellandur,2 BHK,OriewLa,1299,2,2,82
Super built-up  Area,Sarjapur  Road,3 BHK,AsastDe,1157,2,1,75
Super built-up  Area,Rachenahalli,2 BHK,Sovar S,1050,2,2,52.5
Super built-up  Area,Pai Layout,2 BHK,,1050,2,2,40
Super built-up  Area,Vittasandra,2 BHK,,1246,2,1,67.4
Built-up  Area,"Sarjapur Road, ",3 BHK,,1929,3,2,115
Super built-up  Area,Hennur,2 BHK,,1285,2,1,60
Plot  Area,Margondanahalli,3 Bedroom,,1200,2,0,65
Built-up  Area,"Banaswadi, ",4 BHK,,3161,4,3,214
Built-up  Area,BTM 2nd Stage,3 BHK,SNe 2ev,1850,3,,170
Built-up  Area,Sompura,3 BHK,Suiseit,1025,2,0,37
Built-up  Area,Malleshwaram,2 BHK,SaeneSe,1124,3,2,80
Super built-up  Area,Balagere,2 BHK,Soresea,1012,2,1,54.59
Super built-up  Area,Giri Nagar,7 BHK,Bancyri,4500,5,3,250
Super built-up  Area,8th Phase JP Nagar,2 BHK,i1rtsCo,871,2,2,55
Built-up  Area,Chinnapanahalli,2 BHK,Mae 2ow,1020,2,2,40
Super built-up  Area,Rachenahalli,3 BHK,Sovar S,1550,3,3,73.5
Plot  Area,Anand Nagar,3 Bedroom,,3515,3,1,420
Super built-up  Area,Akshaya Nagar,3 BHK,DLhtsnd,1410,2,2,80
Plot  Area,Chikka Tirupathi,4 Bedroom,Theanmp,3500,5,3,150
Super built-up  Area,Whitefield,2 BHK,Prtates,1118,2,1,75
Super built-up  Area,Thanisandra,2 BHK,Bhmesy ,1098,2,1,68
Super built-up  Area,Kanakapura,2 BHK,,1130,2,1,45.2
Super built-up  Area,Sarjapur  Road,2 BHK,Trurea ,1145,2,2,75
Plot  Area,Kadugodi,3 Bedroom,,950,3,1,80
Super built-up  Area,Balaji Gardens Layout,2 BHK,GSnts A,1051,2,1,33
Plot  Area,Thavarekere,7 Bedroom,,600,7,,108
Super built-up  Area,Marathahalli,2 BHK,,1102,2,2,53.67
Super built-up  Area,Jalahalli,2 BHK,Tahtsla,1478,2,2,125
Super built-up  Area,Chandapura,1 BHK,SunceEs,645,1,1,16.45
Carpet  Area,Hebbal,2 BHK,Arcia S,823,2,1,50.63
Super built-up  Area,Abbigere,2 BHK,,880,2,1,35
Built-up  Area,KR Puram,4 Bedroom,,600,5,2,75
Super built-up  Area,Budigere,3 BHK,PrityTr,1991,4,2,100
Built-up  Area,TC Palaya,3 BHK,,1100,3,1,50
Super built-up  Area,Gubbalala,3 BHK,MauilTr,1745,3,2,115
Built-up  Area,HAL 2nd Stage,2 BHK,,1226,3,1,135
Plot  Area,Begur Road,3 Bedroom,,680,4,1,68
Super built-up  Area, Devarabeesana Halli,2 BHK,,1100,2,1,70
Plot  Area,Banashankari Stage VI,4 Bedroom,,1200,4,3,195
Super built-up  Area,5th Phase JP Nagar,2 BHK,Sorta S,1450,2,1,58
Super built-up  Area,Singasandra,4 BHK,,3366,4,,120
Built-up  Area,Sahakara Nagar,2 BHK,,1150,2,1,54
Super built-up  Area,Kanakpura Road,3 BHK,Puestol,1843,3,2,95.84
Plot  Area,Banashankari Stage VI,4 Bedroom,,2200,4,2,195
Built-up  Area,Bommanahalli,2 BHK,,1090,3,2,44
Super built-up  Area,Kaggadasapura,2 BHK,Binorn ,1132,2,2,42
Super built-up  Area,Hulimavu,2 BHK,RatosAr,1375,2,2,80
Plot  Area,7th Phase JP Nagar,4 Bedroom,,1500,5,3,220
Super built-up  Area,Thanisandra,1 BHK,Bhmesy ,760,1,2,50.3
Super built-up  Area,Kaggadasapura,2 BHK,,1180,2,2,65
Super built-up  Area,Jigani,2 BHK,DLhtsan,918,2,2,45
Plot  Area,Rachenahalli,5 Bedroom,,600,5,,50
Built-up  Area,Margondanahalli,2 Bedroom,,1200,1,0,53
Super built-up  Area,HSR Layout,2 BHK,SrisePo,1372,2,1,61
Plot  Area,1st Block HRBR Layout,7 Bedroom,,2400,7,3,355
Super built-up  Area,Ardendale,3 BHK,SoystAm,1728,3,2,95
Super built-up  Area,Malleshwaram,3 BHK,Sariaat,2215,3,1,275
Super built-up  Area,BTM 2nd Stage,2 BHK,Crentt ,1200,2,2,80
Super built-up  Area,6th Phase JP Nagar,2 BHK,Vador S,1280,2,,56
Plot  Area,Hulimavu,4 Bedroom,,800,4,,110
Super built-up  Area,Byrasandra,3 BHK,ViisePa,1455,2,2,56
Super built-up  Area, Rachenahalli,1 RK,AsNowre,440,1,0,28
Plot  Area,Kanakpura Road,3 Bedroom,Nathira,1500,3,2,97
Super built-up  Area,Whitefield,3 BHK,Brony H,1800,3,,110
Super built-up  Area,Mysore Road,3 BHK,,1525,3,2,96
Super built-up  Area,Rachenahalli,2 BHK,,1204,2,3,38.5
Super built-up  Area,Old Madras Road,2 BHK,SheldGr,1225,2,1,53.55
Built-up  Area,Kalyan nagar,6 Bedroom,,800,6,3,98
Super built-up  Area,Bannerghatta Road,3 BHK,Esave E,1650,3,,122
Built-up  Area,Electronic City,3 BHK,Itelaa ,880,2,1,18
Built-up  Area,Bikasipura,4 Bedroom,,4200,4,2,255
Plot  Area,Tippenahalli,2 Bedroom,,1200,2,0,55
Plot  Area,Sarjapur  Road,4 Bedroom,,1152,4,1,230
Super built-up  Area,9th Phase JP Nagar,2 BHK,NaensGa,1005,2,1,42
Super built-up  Area,Whitefield,3 BHK,Oreldhi,1562,3,2,103
Built-up  Area,Devanahalli,4 Bedroom,Soyleif,5000,5,2,395
Plot  Area,Babusapalaya,6 Bedroom,,810,5,2,95
Super built-up  Area,Ramamurthy Nagar,2 BHK,,1200,2,3,42
Super built-up  Area,Kasavanhalli,3 BHK,,1555,3,2,82.5
Plot  Area,KR Puram,2 Bedroom,,1550,2,1,71
Super built-up  Area,Whitefield,2 BHK,BainePr,1190,2,2,67
Built-up  Area,Chikkalasandra,2 BHK,KsonsCa,1070,2,2,50
Plot  Area,Sarjapur  Road,,AsdiaAr,1200 - 2400,,,28.785
Super built-up  Area,Jalahalli East,2 BHK,ShshaSa,1020,2,1,42.48
Super built-up  Area,Yelahanka,3 BHK,,1610,3,1,115
Super built-up  Area,Prestige Sunrise,1 BHK,,700,1,1,41
Super built-up  Area,Akshaya Vana,3 BHK,Rainet ,1300,2,1,49
Super built-up  Area,Hebbal,2 BHK,Mahosya,1420,2,1,123
Plot  Area,Vidyaranyapura,9 Bedroom,,1200,9,2,100
Carpet  Area,Hebbal,3 BHK,Arcia S,1069,3,2,65.4
Super built-up  Area,Marathahalli,3 BHK,PueraRi,1900,3,3,123
Super built-up  Area,Old Airport Road,2 BHK,Jaades ,1655,2,1,97.65
Super built-up  Area,Uttarahalli,2 BHK,SLnssPr,1155,2,2,40.42
Built-up  Area,Sarjapur  Road,3 BHK,Esatea ,1300,2,2,70
Super built-up  Area,Electronic City,2 BHK,Amhidte,1100,2,2,45
Super built-up  Area,Doddathoguru,2 BHK,Arensh ,1030,2,2,42
Super built-up  Area,Vittasandra,2 BHK,Prlla C,2105,2,1,70.2
Built-up  Area,Bhoganhalli,3 BHK,Prsun S,1700,3,2,126
Super built-up  Area,Jakkur,3 BHK,BrdgeNo,1760,3,2,139
Built-up  Area,Kadugodi,9 Bedroom,,6200,9,0,200
Built-up  Area,1st Stage Indira Nagar,2 BHK,,1400,2,1,67
Super built-up  Area,Srigandada Kaval,2 BHK,,1200,2,0,53
Built-up  Area,Bannerghatta Road,2 BHK,Haaceal,912,2,1,55
Super built-up  Area,Whitefield,2 BHK,,1102,2,1,48
Super built-up  Area,Channasandra Layout,3 BHK,Aconyit,1535,3,1,55
Super built-up  Area,Haralur Road,2 BHK,RInceeg,1243,2,2,46
Super built-up  Area,Jigani,2 BHK,DLhtsan,918,2,2,63.2
Super built-up  Area,Begur Road,3 BHK,MJilayl,1500,2,3,70
Plot  Area,Mathikere Extension,3 Bedroom,,3000,3,0,250
Super built-up  Area,Kasavanhalli,3 BHK,HMwerCo,1476,3,0,89
Super built-up  Area,Mysore Road,2 BHK,,1200,2,3,65
Super built-up  Area,Vijayanagar,1 BHK,Saityat,606,1,0,34.78
Super built-up  Area,Viswajit Layout,2 BHK,,1100,2,3,61
Super built-up  Area,Garudachar Palya,3 BHK,,1295,2,1,59.5
Built-up  Area,Neeladri Nagar,1 BHK,AdingSV,527,1,0,26
Super built-up  Area,OMBR Layout,2 BHK,Drerspe,1300,2,2,80
Plot  Area,Bommanahalli,3 Bedroom,,680,4,1,68
Plot  Area,Adityanagar,1 Bedroom,,1260,1,0,41
Built-up  Area,Koramangala,2 BHK,Vaanda ,1140,2,1,75.2
Plot  Area,BDS Layout,1 Bedroom,,1500,1,0,37.5
Super built-up  Area,Whitefield,3 BHK,Prtates,2321,4,1,128
Super built-up  Area,Sarjapur  Road,2 BHK,,1390,2,2,62
Super built-up  Area,Sarjapur  Road,3 BHK,Asncywo,1725,3,3,90
Super built-up  Area,Hebbal,4 BHK,SNontle,3067,4,1,310
Super built-up  Area,Hennur Road,3 BHK,Koagati,1186,2,1,63
Super built-up  Area,Kanakpura Road,2 BHK,PrityFa,1230,2,1,85
Built-up  Area, Mysore Highway,1 BHK,,600,1,1,17
Super built-up  Area,Yeshwanthpur,3 BHK,,1313,3,1,96
Plot  Area,TC Palaya,2 Bedroom,,900,2,0,55
Super built-up  Area,Ambalipura,2 BHK,,1250,2,2,66.25
Plot  Area,HBR Layout,9 Bedroom,,1200,6,3,280
Super built-up  Area,Binny Pete,1 BHK,She 2rk,660,1,1,54
Super built-up  Area,Basavangudi,2 BHK,Tinori ,1036,2,2,105
Built-up  Area,Koramangala,4 BHK,,2700,4,3,450
Super built-up  Area,Old Madras Road,2 BHK,Teilsaf,1100,2,1,70
Plot  Area,Devanahalli,,Ajleyor,1500 - 2400,,,46.8
Plot  Area,BTM 2nd Stage,4 Bedroom,,1500,2,1,450
Plot  Area,Singasandra,4 Bedroom,,525,5,2,56
Built-up  Area,Electronics City Phase 1,2 BHK,GaicaVe,1015,2,1,56
Plot  Area,Gottigere,1 Bedroom,,812,1,0,26
Built-up  Area,Narayana Nagar 1st Block,3 BHK,,1360,2,2,65
Super built-up  Area,Nehru Nagar,3 BHK,Ceste C,2167,3,3,170
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,,1200,2,1,35
Super built-up  Area,Gopalkrishna Nagar,2 BHK,MJarlPe,1165,2,2,75
Super built-up  Area,BTM 2nd Stage,2 BHK,NDclenn,1274,2,2,70
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151,2,2,39.02
Plot  Area,Vidyaranyapura,6 Bedroom,,1060,6,3,110
Super built-up  Area,Thubarahalli,3 BHK,ShdhiSa,1626,2,2,120
Super built-up  Area,Banashankari Stage V,2 BHK,,1035,2,2,35.77
Plot  Area,Shanthi Layout,3 Bedroom,,1272,4,0,75
Built-up  Area,Jeevan bima nagar,2 BHK,,965,2,1,45
Plot  Area,Esther Enclave Layout,5 Bedroom,,1600,5,2,140
Super built-up  Area,Kothannur,2 BHK,,1070,2,1,42.79
Built-up  Area,Raja Rajeshwari Nagar,3 BHK,Spensas,1570,2,2,65
Built-up  Area,Volagerekallahalli,2 BHK,PSterAs,117Sq. Yards,2,2,38
Super built-up  Area,Keerthi Layout,2 BHK,NianaKe,780,2,2,25
Super built-up  Area,Ganga Nagar Extension,3 BHK,,1000,2,1,65
Plot  Area,9th Phase JP Nagar,4 Bedroom,,1200,3,2,188
Built-up  Area,Tindlu,7 Bedroom,,7500,7,2,400
Built-up  Area,5th Phase JP Nagar,3 BHK,,1700,2,3,100
Super built-up  Area,Haralur Road,3 BHK,RBersll,1850,3,,110
Built-up  Area,Kereguddadahalli,2 BHK,DSdorSp,904,2,1,30
Super built-up  Area,Shikaripalya,2 BHK,ALtonea,1121,2,1,43.72
Super built-up  Area,7th Phase JP Nagar,3 BHK,Vasta C,1385,2,2,58.17
Super built-up  Area,Sahakara Nagar,2 BHK,Rauil T,1270,2,1,69.85
Super built-up  Area,Kanakpura Road,3 BHK,JRrnauv,1450,3,3,56
Plot  Area,Huttanahalli,3 Bedroom,,2400,4,2,325
Super built-up  Area,Mahadevpura,1 BHK,,730,1,1,35
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,3,3,53.56
Super built-up  Area,Thanisandra,2 BHK,Teire G,1111,2,1,50
Plot  Area,Kengeri,4 Bedroom,,1125,2,1,88
Super built-up  Area,Varthur,2 BHK,Maine J,977,2,2,36
Super built-up  Area,Gunjur Palya,2 BHK,,674,1,1,19.9
Plot  Area,Nagarbhavi,3 Bedroom,,600,3,1,83
Plot  Area,Sarjapur,4 Bedroom,Puodsm ,2540,4,1,115
Super built-up  Area,Jakkur,2 BHK,BrdgeNo,1290,2,1,100
Plot  Area,Kumaraswami Layout,3 Bedroom,,600,3,1,98
Super built-up  Area,Abbigere,2 BHK,SLtias ,795,2,1,32.54
Super built-up  Area,Kanakpura Road,2 BHK,PrarePa,700,1,1,35
Built-up  Area,Ambedkar Colony,2 BHK,RMcesa ,1463,1,1,142
Built-up  Area,Vijayanagar,3 Bedroom,,1000,3,0,140
Super built-up  Area,Reliable Woods Layout,3 BHK,,1306,2,2,58
Super built-up  Area,4th T block Jayanagar,3 BHK,,2401,3,2,185
Plot  Area,Bommenahalli,4 Bedroom,Prana S,1670,3,0,135
Built-up  Area,Jayanagar,3 BHK,Rathira,1875,2,3,235
Plot  Area,Marsur,3 Bedroom,AreraRe,1200,3,1,90
Super built-up  Area,Dodda Nekkundi,3 BHK,,1804,3,2,121
Super built-up  Area,1st Phase JP Nagar,3 BHK,Prhtsok,2065,4,1,210
Super built-up  Area,Hoskote,3 BHK,Deiveer,1225,3,1,40
Super built-up  Area,Thanisandra,2 BHK,Bhe 2ko,934 - 1437,2,0,58.68
Super built-up  Area,Bellandur,2 BHK,Trows M,900,2,2,56
Super built-up  Area,Binny Pete,2 BHK,She 2rk,1350,2,1,91
Super built-up  Area,Kaggalipura,1 BHK,Baowsig,700,1,0,36
Super built-up  Area,Mysore Road,2 BHK,Gopia O,980 - 1030,2,0,35.175
Super built-up  Area,Poorna Pragna Layout,2 BHK,,1160,2,1,46.39
Super built-up  Area,Hennur Road,3 BHK,ChionCo,1680,3,,99.27
Carpet  Area,LB Shastri Nagar,2 BHK,CharkR ,1043,2,2,55
Plot  Area,Hoskote,4 Bedroom,,1200,4,1,120
Super built-up  Area,Hebbal,2 BHK,Diaveic,1040,2,2,46
Super built-up  Area,Tindlu,3 BHK,Shmolti,1357,2,2,65
Plot  Area,Nayandanahalli,7 Bedroom,,1600,7,1,104
Super built-up  Area,Vibhutipura Extension,2 BHK,,1225,2,2,47
Plot  Area,Sunkadakatte,9 Bedroom,,1500,6,1,80
Super built-up  Area,Yelachenahalli,2 BHK,,1130,2,2,40
Built-up  Area,Basavangudi,4 Bedroom,,2500,4,1,150
Carpet  Area,Sultan Palaya,3 BHK,,1700,3,3,120
Super built-up  Area,Doddathoguru,3 BHK,SKterAs,1549,3,2,65
Super built-up  Area,Yeshwanthpur,2 BHK,Goandn ,1400,2,2,100
Super built-up  Area,Dodda Nekkundi,2 BHK,MavarSa,1080,2,2,50
Built-up  Area,Ulsoor,2 BHK,Rilor C,1180,2,2,100
Plot  Area,Chandra Layout,7 Bedroom,,780,7,3,150
Super built-up  Area,Domlur,3 BHK,Saiewas,1800,3,2,150
Super built-up  Area,Haralur Road,2 BHK,SNnia E,1225,2,1,67.38
Built-up  Area,Chandra Layout,1 BHK,,890,1,1,75
Super built-up  Area,Abbigere,2 BHK,SLtias ,1005,2,1,39.59
Super built-up  Area,Whitefield,2 BHK,BrlisCo,1320,2,1,95
Built-up  Area,Anandapura,4 BHK,,1475,2,1,50
Super built-up  Area,Kudlu Gate,3 BHK,Sanzaat,1564 - 1850,,,99.745
Super built-up  Area,Hagadur,2 BHK,SSoraba,1110,2,2,51
Plot  Area,Popular Colony,2 Bedroom,,1300,2,0,54
Plot  Area,Vajarahalli,5 Bedroom,,600,3,1,86
Super built-up  Area,Electronic City,2 BHK,Prarkun,1128,2,1,65.35
Super built-up  Area,Jakkur,2 BHK,SoineC ,1452.19,2,1,100
Plot  Area,8th block Koramangala,3 Bedroom,,2400,3,2,290
Super built-up  Area,Banashankari,3 BHK,Rallse ,2600,4,1,135
Super built-up  Area,Sarakki Nagar,3 BHK,Sowerew,2500,4,2,325
Built-up  Area,Sanjay nagar,2 BHK,,630,1,1,35
Super built-up  Area,Hosa Road,2 BHK,,1243,2,2,48.5
Built-up  Area,Soundarya Layout,2 BHK,Goe 3la,960,2,2,32
Super built-up  Area,"Banashankari 6th Stage ,Subramanyapura",3 BHK,,1690,3,2,100
Built-up  Area,Whitefield,2 BHK,JahanSa,735,2,1,35
Super built-up  Area,Banaswadi,2 BHK,,1365,2,2,73
Super built-up  Area,Rajaji Nagar,5 BHK,Pumesim,2849,5,0,300
Super built-up  Area,Hebbal,2 BHK,Mahosya,1420,2,1,99.39
Super built-up  Area,Somasundara Palya,3 BHK,,1570,3,3,68
Super built-up  Area,Bisuvanahalli,2 BHK,Prityel,850,1,1,32
Super built-up  Area,7th Phase JP Nagar,3 BHK,Eladero,1575,2,2,110
Super built-up  Area,Thigalarapalya,2 BHK,Prtanha,1418,2,2,104
Super built-up  Area,Uttarahalli,2 BHK,,1050,2,1,42
Super built-up  Area,Hennur Road,2 BHK,GSideS ,1065,2,1,42.6
Built-up  Area,Ulsoor,3 BHK,,1340,3,0,90
Super built-up  Area,Yelahanka New Town,3 BHK,,1610,3,2,92
Built-up  Area,Electronic City Phase II,2 BHK,Sryalan,1160,2,1,33.5
Super built-up  Area,Kudlu,2 BHK,Srrnasa,1092,2,2,44
Super built-up  Area,Parappana Agrahara,2 BHK,Peide L,1194,2,2,47
Super built-up  Area,Yelahanka,3 BHK,Apows M,1455,3,1,61.5
Super built-up  Area,Abbigere,1 BHK,DSestma,734,1,0,19.82
Built-up  Area,Samethanahalli,2 BHK,SPontna,799,2,1,38
Built-up  Area,Whitefield,3 BHK,,1896,3,1,75
Super built-up  Area,Ardendale,2 BHK,Miwel M,1100,2,1,48
Built-up  Area,Bellandur,2 BHK,,1350,2,1,79
Super built-up  Area,Amarjyothi Colony,3 BHK,,1355,3,1,61
Super built-up  Area,Electronic City,2 BHK,Prarkun,1128,2,1,65
Plot  Area,Pattanagere,2 Bedroom,,1350,2,0,90
Super built-up  Area,Cunningham Road,3 BHK,Lelia M,3875,3,2,864
Super built-up  Area,Kasavanhalli,3 BHK,,1493,3,2,82
Super built-up  Area,8th Phase JP Nagar,2 BHK,MBodsen,1098,2,1,43.91
Super built-up  Area,Banashankari,3 BHK,,1900,2,1,170
Super built-up  Area,Dollars Layout,3 BHK,Sancya ,1460,3,2,88
Super built-up  Area,Frazer Town,3 BHK,,2350,4,3,285
Plot  Area,Horamavu Banaswadi,5 Bedroom,,1600,5,3,140
Super built-up  Area,Varthur,2 BHK,Hirio L,1091,2,1,32
Super built-up  Area,Yelahanka,2 BHK,Inurave,1180,2,3,42
Super built-up  Area,Kanakpura Road,2 BHK,PrityFa,1366,3,1,76.85
Super built-up  Area,RMV Extension,3 BHK,DSureSi,1685,3,2,95
Built-up  Area,Koramangala,2 BHK,Gencysi,1260,2,3,100
Plot  Area,Whitefield,3 Bedroom,Chpana ,3010,3,2,200
Plot  Area,Ramamurthy Nagar,3 Bedroom,,1330,4,1,140
Plot  Area,Mallasandra,2 Bedroom,,1200,2,0,130
Super built-up  Area,Whitefield,2 BHK,Prtates,1346,2,1,96.17
Super built-up  Area,Chandapura,1 BHK,Dhowsyo,630,1,0,13.86
Super built-up  Area,Sarjapur  Road,3 BHK,Klark L,1446 - 1506,,,98.94
Super built-up  Area,7th Phase JP Nagar,3 BHK,Brngsal,1850,3,2,140
Plot  Area,Frazer Town,5 Bedroom,,2350,2,0,423
Super built-up  Area,Electronic City,2 BHK,GMown E,755,1,1,34
Plot  Area,Basaveshwara Nagar Yelahanka,5 Bedroom,,800,5,2,98
Super built-up  Area,Parappana Agrahara,2 BHK,Peide L,1194,2,2,46
Super built-up  Area,Whitefield,3 BHK,BrlisCo,3850,5,,316
Super built-up  Area,Hebbal,4 BHK,Cehosy ,4235,4,2,365
Plot  Area,Kurubarahalli,1 Bedroom,,800,1,0,52
Super built-up  Area,Rachenahalli,3 BHK,Leino C,2250,3,1,195
Super built-up  Area,Vijayanagar,2 BHK,Rancy R,1352,2,2,68
Super built-up  Area,Thanisandra,3 BHK,Soitya ,2002,3,2,112
Plot  Area,Bileshivale,4 Bedroom,FeowsMe,4000,5,1,280
Built-up  Area,Kaval Byrasandra,2 BHK,KuncyRe,1060,2,2,45
Super built-up  Area,Kanakpura Road,3 BHK,SoapeSu,1419.59,2,1,59
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2,2,51.15
Built-up  Area,Electronic City,3 BHK,,1220,2,2,35.24
Super built-up  Area,Electronics City Phase 1,3 BHK,Shitt S,1595,3,2,75
Super built-up  Area,Banashankari,2 BHK,Goeesem,1260,2,3,75
Super built-up  Area,Hebbal,2 BHK,,1100,2,2,47
Super built-up  Area,Frazer Town,2 BHK,Asneren,1550,2,2,140
Super built-up  Area,ISRO Layout,2 BHK,,1180,2,3,52
Plot  Area,Electronic City,4 Bedroom,Janaala,4000,5,1,150
Built-up  Area,Akshaya Nagar,3 BHK,DLhtsnd,1662,3,2,85
Super built-up  Area,Hennur,2 BHK,,1285,2,1,60
Plot  Area,Akshaya Nagar,4 Bedroom,,1080,4,1,75
Super built-up  Area,Ambedkar Nagar,3 BHK,SoechHa,1862,3,2,119
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2,2,48
Built-up  Area,Whitefield,3 BHK,,1410,3,2,43.71
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,PrrvaPl,1560,2,2,62.4
Plot  Area,Chikkabettahalli,5 Bedroom,,1100,4,3,150
Super built-up  Area,Thanisandra,3 BHK,Bhe 2ko,1634,3,3,78
Plot  Area,Ambedkar Nagar,5 Bedroom,Thessrm,5530,5,3,627
Built-up  Area,Whitefield,3 BHK,,1150,2,3,44
Super built-up  Area,Ashirvad Colony,2 BHK,,1100,2,,53
Super built-up  Area,Yelahanka,3 BHK,,1616,3,1,65
Super built-up  Area,Nagavarapalya,2 BHK,PuonsSe,1392,2,1,99
Super built-up  Area,Jakkur,3 BHK,Ceezey ,1798,3,1,120
Super built-up  Area,Babusapalaya,3 BHK,Veisear,1675,3,3,75
Plot  Area,Bhuvaneswari Nagar,2 Bedroom,,792,2,1,70
Super built-up  Area,Varanasi,5 BHK,,2000,4,1,103
Built-up  Area,Hongasandra,7 Bedroom,,600,7,3,89
Super built-up  Area,Hebbal,3 BHK,Raard B,1700,3,2,124
